gene_id	label	pred
ENSG00000170558	False	True
ENSG00000133895	True	True
ENSG00000101266	False	True
ENSG00000196781	False	True
ENSG00000117399	False	True
ENSG00000163631	False	True
ENSG00000116062	True	True
ENSG00000101639	False	True
ENSG00000108443	False	True
ENSG00000141564	False	True
ENSG00000137497	True	True
ENSG00000077782	True	True
ENSG00000101367	False	True
ENSG00000141582	False	True
ENSG00000183765	True	True
ENSG00000182923	False	True
ENSG00000134371	True	True
ENSG00000261609	False	True
ENSG00000165392	True	True
ENSG00000051180	True	True
ENSG00000153487	False	True
ENSG00000101665	False	True
ENSG00000131747	False	True
ENSG00000067560	True	True
ENSG00000086758	False	True
ENSG00000196730	False	True
ENSG00000121570	False	True
ENSG00000148180	False	True
ENSG00000134853	True	True
ENSG00000167110	False	True
ENSG00000157404	True	True
ENSG00000164362	True	True
ENSG00000141068	False	True
ENSG00000129521	False	True
ENSG00000135316	False	True
ENSG00000061273	False	True
ENSG00000130402	False	True
ENSG00000072062	True	True
ENSG00000198838	False	True
ENSG00000105229	False	True
ENSG00000186350	False	True
ENSG00000213639	False	True
ENSG00000033800	False	True
ENSG00000114062	False	True
ENSG00000160299	False	True
ENSG00000156508	False	True
ENSG00000115677	False	True
ENSG00000105647	False	True
ENSG00000090447	False	True
ENSG00000004487	False	True
ENSG00000105976	True	True
ENSG00000061938	False	True
	False	True
ENSG00000104884	True	True
ENSG00000029534	True	True
ENSG00000148396	False	True
ENSG00000067182	False	True
ENSG00000108773	False	True
ENSG00000071655	False	True
ENSG00000143514	False	True
ENSG00000178691	True	True
ENSG00000083799	True	True
ENSG00000137203	False	True
ENSG00000113758	False	True
ENSG00000135446	True	True
ENSG00000185338	True	True
ENSG00000206560	False	True
ENSG00000136603	False	True
ENSG00000025770	False	True
ENSG00000064933	True	True
ENSG00000165280	False	True
ENSG00000124766	False	True
ENSG00000163629	True	True
ENSG00000153147	False	True
ENSG00000167986	False	True
ENSG00000147854	False	True
ENSG00000117461	False	True
ENSG00000127603	False	True
ENSG00000198646	False	True
ENSG00000082175	True	True
ENSG00000168685	True	True
ENSG00000072518	False	True
ENSG00000140009	True	True
ENSG00000114423	True	True
ENSG00000107643	True	True
ENSG00000164885	False	True
ENSG00000100906	False	True
ENSG00000058272	False	True
ENSG00000066117	True	True
ENSG00000165699	True	True
ENSG00000123358	False	True
ENSG00000147601	False	True
ENSG00000166888	True	True
ENSG00000154767	True	True
ENSG00000120693	False	True
ENSG00000153207	False	True
ENSG00000205726	False	True
ENSG00000122512	True	True
ENSG00000085511	False	True
ENSG00000142627	False	True
ENSG00000254087	False	True
ENSG00000156052	True	True
ENSG00000105993	False	True
ENSG00000026025	True	True
ENSG00000141968	True	True
ENSG00000167658	False	True
ENSG00000143384	False	True
ENSG00000105568	True	True
ENSG00000136824	False	True
ENSG00000163558	False	True
ENSG00000151849	False	True
ENSG00000196535	False	True
ENSG00000078304	False	True
ENSG00000013441	False	True
ENSG00000197323	True	True
ENSG00000035403	False	True
ENSG00000215301	True	True
ENSG00000163611	False	True
ENSG00000112658	False	True
ENSG00000198265	False	True
ENSG00000119397	True	True
ENSG00000180530	False	True
ENSG00000146674	True	True
ENSG00000029363	True	True
ENSG00000157540	False	True
ENSG00000170606	False	True
ENSG00000143970	True	True
ENSG00000103657	False	True
ENSG00000175866	False	True
ENSG00000114346	False	True
ENSG00000197892	False	True
ENSG00000073584	True	True
ENSG00000184634	True	True
ENSG00000166037	False	True
ENSG00000121989	True	True
ENSG00000075218	False	True
ENSG00000196586	False	True
ENSG00000135945	False	True
ENSG00000245848	True	True
ENSG00000142798	False	True
ENSG00000141380	True	True
ENSG00000171105	False	True
ENSG00000182718	False	True
ENSG00000107863	False	True
ENSG00000074266	True	True
ENSG00000177565	True	True
ENSG00000136485	False	True
ENSG00000065978	False	True
ENSG00000171634	False	True
ENSG00000009413	False	True
ENSG00000020633	True	True
ENSG00000135913	False	True
ENSG00000141376	False	True
ENSG00000106571	False	True
ENSG00000135269	False	True
ENSG00000118515	True	True
ENSG00000131626	False	True
ENSG00000080815	False	True
ENSG00000186951	False	True
ENSG00000107581	False	True
ENSG00000113575	False	True
ENSG00000115053	False	True
ENSG00000035928	False	True
ENSG00000163517	False	True
ENSG00000111057	False	True
ENSG00000108469	False	True
ENSG00000170581	False	True
ENSG00000112592	False	True
ENSG00000170027	False	True
ENSG00000067900	False	True
ENSG00000154310	False	True
ENSG00000077097	False	True
ENSG00000102054	False	True
ENSG00000117020	True	True
ENSG00000111596	False	True
ENSG00000131023	False	True
ENSG00000178562	True	True
ENSG00000117139	False	True
ENSG00000099250	False	True
ENSG00000092201	False	True
ENSG00000186318	False	True
ENSG00000288401	False	True
ENSG00000185950	False	True
ENSG00000118513	True	True
ENSG00000197879	False	True
ENSG00000010671	True	True
ENSG00000111087	True	True
ENSG00000108946	True	True
ENSG00000166164	False	True
ENSG00000167552	False	True
ENSG00000054654	False	True
ENSG00000276644	False	True
ENSG00000123374	False	True
ENSG00000121741	True	True
ENSG00000064393	False	True
ENSG00000136518	False	True
ENSG00000120438	False	True
ENSG00000155229	False	True
ENSG00000111859	False	True
ENSG00000055130	False	True
ENSG00000168310	False	True
ENSG00000148773	True	True
ENSG00000123416	False	True
ENSG00000111424	True	True
ENSG00000163513	True	True
ENSG00000140416	False	True
ENSG00000123124	False	True
ENSG00000054118	True	True
ENSG00000134352	True	True
ENSG00000132842	False	True
ENSG00000126561	False	True
ENSG00000186716	True	True
ENSG00000134899	False	True
ENSG00000100503	True	True
ENSG00000112559	False	True
ENSG00000162775	True	True
ENSG00000198873	False	True
ENSG00000147133	False	True
ENSG00000161547	True	True
ENSG00000101076	False	True
ENSG00000103510	False	True
ENSG00000169045	False	True
ENSG00000077150	True	True
ENSG00000170315	False	True
ENSG00000178951	False	True
ENSG00000185630	True	True
ENSG00000170836	True	True
ENSG00000135100	True	True
ENSG00000020922	False	True
ENSG00000089053	False	True
ENSG00000176165	False	True
ENSG00000124789	False	True
ENSG00000175793	False	True
ENSG00000149136	False	True
ENSG00000173230	False	True
ENSG00000147162	False	True
ENSG00000175029	False	True
ENSG00000253953	False	True
ENSG00000164683	True	True
ENSG00000147889	True	True
ENSG00000084764	False	True
ENSG00000277956	False	True
ENSG00000087191	False	True
ENSG00000138279	False	True
ENSG00000249915	False	True
ENSG00000100697	True	True
ENSG00000152217	True	True
ENSG00000063244	False	True
ENSG00000133030	False	True
ENSG00000104885	False	True
ENSG00000077721	False	True
ENSG00000084093	False	True
ENSG00000118971	True	True
ENSG00000196700	False	True
ENSG00000125845	False	True
ENSG00000170145	False	True
ENSG00000165458	False	True
ENSG00000109458	False	True
ENSG00000078747	False	True
ENSG00000107816	False	True
ENSG00000102119	False	True
ENSG00000071564	True	True
ENSG00000115355	False	True
ENSG00000121022	False	True
ENSG00000165556	True	True
ENSG00000172216	False	True
ENSG00000102189	False	True
ENSG00000079335	False	True
ENSG00000177189	False	True
ENSG00000130522	False	True
ENSG00000109906	True	True
ENSG00000153071	False	True
ENSG00000162692	False	True
ENSG00000111581	False	True
ENSG00000183495	False	True
ENSG00000136842	False	True
ENSG00000158773	False	True
ENSG00000145362	False	True
ENSG00000070495	False	True
ENSG00000111206	False	True
ENSG00000132383	False	True
ENSG00000023287	False	True
ENSG00000077463	False	True
ENSG00000130957	False	True
ENSG00000164327	False	True
ENSG00000107295	False	True
ENSG00000105221	True	True
ENSG00000163918	False	True
ENSG00000096696	False	True
ENSG00000103197	True	True
ENSG00000126581	False	True
ENSG00000273079	False	True
ENSG00000111605	False	True
ENSG00000265972	False	True
ENSG00000138823	False	True
ENSG00000112312	False	True
ENSG00000135473	False	True
ENSG00000127445	True	True
ENSG00000122691	False	True
ENSG00000277359	False	True
ENSG00000157500	False	True
ENSG00000148346	True	True
ENSG00000280987	False	True
ENSG00000160224	False	True
ENSG00000121774	False	True
ENSG00000188107	False	True
ENSG00000166579	False	True
ENSG00000022267	False	True
ENSG00000122566	True	True
ENSG00000078246	False	True
ENSG00000164611	False	True
ENSG00000138814	False	True
ENSG00000281813	True	True
ENSG00000124177	False	True
ENSG00000134909	False	True
ENSG00000113558	False	True
ENSG00000008294	False	True
ENSG00000099942	False	True
ENSG00000151694	False	True
ENSG00000161800	False	True
ENSG00000092820	True	True
ENSG00000116539	False	True
ENSG00000106511	False	True
ENSG00000114030	False	True
ENSG00000152689	False	True
ENSG00000142182	False	True
ENSG00000108395	False	True
ENSG00000112742	False	True
ENSG00000166333	False	True
ENSG00000182670	False	True
	False	True
ENSG00000065613	False	True
ENSG00000275176	False	True
ENSG00000008710	False	True
ENSG00000136153	False	True
ENSG00000151090	False	True
ENSG00000126457	False	True
ENSG00000122779	True	True
ENSG00000164091	False	True
ENSG00000109819	False	True
	False	True
ENSG00000274726	True	True
ENSG00000137710	False	True
ENSG00000126583	False	True
ENSG00000205683	False	True
ENSG00000105173	True	True
ENSG00000156983	False	True
ENSG00000126883	True	True
ENSG00000186432	False	True
ENSG00000113318	False	True
ENSG00000108854	False	True
ENSG00000138795	True	True
ENSG00000176884	False	True
ENSG00000114861	True	True
ENSG00000065559	True	True
ENSG00000196923	False	True
ENSG00000171223	False	True
ENSG00000115232	False	True
ENSG00000168259	False	True
ENSG00000079102	True	True
ENSG00000102882	False	True
ENSG00000132341	False	True
ENSG00000108510	False	True
ENSG00000101945	False	True
ENSG00000183386	False	True
ENSG00000138160	False	True
ENSG00000151835	False	True
ENSG00000198467	False	True
ENSG00000150995	False	True
ENSG00000064655	False	True
ENSG00000196233	False	True
ENSG00000124216	False	True
ENSG00000171094	True	True
ENSG00000055208	False	True
ENSG00000178919	False	True
ENSG00000128191	True	True
ENSG00000109111	False	True
ENSG00000162961	False	True
ENSG00000235307	False	True
ENSG00000156735	False	True
ENSG00000167258	True	True
ENSG00000026103	True	True
ENSG00000103266	False	True
ENSG00000158402	False	True
ENSG00000140564	False	True
ENSG00000171791	True	True
ENSG00000116473	False	True
ENSG00000130816	True	True
ENSG00000116030	False	True
ENSG00000185104	False	True
ENSG00000161203	False	True
ENSG00000136826	True	True
ENSG00000068305	False	True
ENSG00000138448	True	True
ENSG00000072110	False	True
ENSG00000137094	False	True
ENSG00000099381	False	True
ENSG00000143549	True	True
ENSG00000185507	False	True
ENSG00000171681	False	True
ENSG00000172273	False	True
ENSG00000157933	True	True
ENSG00000102753	False	True
ENSG00000072310	False	True
ENSG00000127955	False	True
ENSG00000115170	True	True
ENSG00000049768	False	True
ENSG00000197442	False	True
ENSG00000081026	False	True
ENSG00000054598	False	True
ENSG00000127511	False	True
ENSG00000119685	False	True
ENSG00000135503	True	True
ENSG00000102010	False	True
ENSG00000100888	False	True
ENSG00000185499	True	True
ENSG00000172493	True	True
ENSG00000136492	True	True
ENSG00000133226	False	True
ENSG00000187514	False	True
ENSG00000128641	False	True
ENSG00000128245	False	True
	False	True
ENSG00000093000	False	True
ENSG00000107485	True	True
ENSG00000120094	False	True
ENSG00000134243	False	True
ENSG00000131981	True	True
ENSG00000186298	False	True
ENSG00000108175	False	True
ENSG00000163961	False	True
ENSG00000266028	False	True
ENSG00000160633	False	True
ENSG00000167657	False	True
ENSG00000166226	False	True
ENSG00000138162	False	True
ENSG00000100784	False	True
ENSG00000170430	True	True
ENSG00000118900	False	True
ENSG00000108984	False	True
ENSG00000084774	False	True
ENSG00000088808	False	True
ENSG00000127337	False	True
ENSG00000068903	False	True
ENSG00000182578	True	True
ENSG00000131788	False	True
ENSG00000198373	False	True
ENSG00000185651	False	True
ENSG00000105392	False	True
ENSG00000069956	False	True
ENSG00000103490	True	True
ENSG00000166508	False	True
ENSG00000136869	True	True
ENSG00000150907	True	True
ENSG00000281459	False	True
ENSG00000142731	False	True
ENSG00000091136	False	True
ENSG00000112715	True	True
ENSG00000126351	False	True
ENSG00000171132	False	True
ENSG00000102226	False	True
ENSG00000179776	False	True
ENSG00000106070	False	True
ENSG00000263001	False	True
ENSG00000178053	True	True
ENSG00000103653	False	True
ENSG00000135341	False	True
ENSG00000130726	False	True
ENSG00000162772	False	True
ENSG00000066032	True	True
ENSG00000040275	False	True
ENSG00000172845	False	True
ENSG00000116809	False	True
ENSG00000136936	True	True
ENSG00000132906	True	True
ENSG00000033327	False	True
ENSG00000105146	False	True
ENSG00000134138	False	True
ENSG00000149091	False	True
ENSG00000172530	False	True
ENSG00000082641	False	True
ENSG00000137462	False	True
ENSG00000105401	False	True
ENSG00000158941	False	True
ENSG00000131504	False	True
ENSG00000196218	False	True
ENSG00000119912	False	True
ENSG00000113578	False	True
ENSG00000151461	False	True
ENSG00000026508	True	True
ENSG00000107796	False	True
ENSG00000154832	False	True
ENSG00000124942	False	True
ENSG00000221869	False	True
ENSG00000066279	False	True
ENSG00000175216	False	True
ENSG00000147140	True	True
ENSG00000015285	True	True
ENSG00000106258	False	True
ENSG00000183454	True	True
ENSG00000070159	False	True
ENSG00000103995	False	True
ENSG00000116604	False	True
ENSG00000138081	True	True
ENSG00000054523	False	True
ENSG00000110002	False	True
ENSG00000121390	False	True
ENSG00000141551	False	True
ENSG00000139219	True	True
ENSG00000065970	False	True
ENSG00000156876	False	True
ENSG00000075711	False	True
ENSG00000083642	False	True
ENSG00000165323	True	True
ENSG00000164985	True	True
ENSG00000104856	False	True
ENSG00000128011	False	True
ENSG00000143669	False	True
ENSG00000148516	True	True
ENSG00000112290	False	True
ENSG00000057657	True	True
ENSG00000176105	False	True
ENSG00000141570	False	True
ENSG00000090402	False	True
ENSG00000107290	False	True
ENSG00000204406	False	True
ENSG00000139436	False	True
ENSG00000086967	False	True
ENSG00000166501	True	True
ENSG00000151503	False	True
ENSG00000122952	False	True
ENSG00000079387	False	True
ENSG00000070182	False	True
ENSG00000184675	True	True
ENSG00000179583	True	True
ENSG00000149115	False	True
ENSG00000125686	False	True
ENSG00000154127	False	True
ENSG00000119772	True	True
ENSG00000057935	False	True
ENSG00000180198	False	True
ENSG00000274442	False	True
ENSG00000089902	False	True
ENSG00000101191	False	True
ENSG00000168496	True	True
ENSG00000102145	True	True
ENSG00000168395	False	True
ENSG00000126016	False	True
ENSG00000108821	True	True
ENSG00000196914	True	True
ENSG00000173276	False	True
ENSG00000185811	True	True
ENSG00000172379	False	True
ENSG00000148737	True	True
ENSG00000119487	False	True
ENSG00000129152	True	True
	False	True
ENSG00000284096	False	True
ENSG00000044524	True	True
ENSG00000118503	True	True
ENSG00000137776	False	True
ENSG00000048052	False	True
ENSG00000010017	False	True
ENSG00000140525	False	True
ENSG00000024048	False	True
ENSG00000118181	False	True
ENSG00000082805	True	True
ENSG00000172016	False	True
ENSG00000132466	False	True
ENSG00000122705	False	True
ENSG00000167004	False	True
ENSG00000104447	False	True
ENSG00000179222	False	True
ENSG00000156304	False	True
ENSG00000100749	False	True
ENSG00000112118	False	True
ENSG00000071242	False	True
ENSG00000137193	True	True
ENSG00000073614	True	True
ENSG00000183684	False	True
ENSG00000157554	True	True
ENSG00000185043	False	True
ENSG00000187955	False	True
ENSG00000130635	False	True
ENSG00000165029	False	True
ENSG00000125798	False	True
ENSG00000221829	True	True
ENSG00000160310	False	True
ENSG00000164104	False	True
ENSG00000177463	False	True
ENSG00000114867	False	True
ENSG00000172977	False	True
ENSG00000087095	False	True
ENSG00000187391	False	True
ENSG00000089280	True	True
ENSG00000196159	True	True
ENSG00000274137	False	True
ENSG00000105851	False	True
ENSG00000141985	True	True
ENSG00000082014	False	True
ENSG00000125733	False	True
ENSG00000147364	False	True
ENSG00000063046	False	True
ENSG00000124831	False	True
ENSG00000099804	False	True
ENSG00000115966	False	True
ENSG00000182568	False	True
ENSG00000171956	False	True
ENSG00000172023	False	True
ENSG00000118997	False	True
ENSG00000115289	False	True
ENSG00000196628	False	True
ENSG00000172819	False	True
ENSG00000114315	False	True
ENSG00000171843	True	True
ENSG00000126803	False	True
ENSG00000176678	False	True
ENSG00000156970	True	True
ENSG00000127314	False	True
ENSG00000009954	False	True
ENSG00000083093	True	True
ENSG00000127527	False	True
ENSG00000113263	True	True
ENSG00000132326	False	True
ENSG00000002746	False	True
ENSG00000136352	True	True
ENSG00000197943	False	True
ENSG00000171456	True	True
ENSG00000074054	False	True
ENSG00000109339	False	True
ENSG00000089248	False	True
ENSG00000167670	False	True
ENSG00000149480	False	True
ENSG00000166483	False	True
ENSG00000106991	False	True
ENSG00000108825	False	True
ENSG00000012779	False	True
ENSG00000274391	False	True
ENSG00000188827	False	True
ENSG00000119707	False	True
ENSG00000161955	False	True
ENSG00000099783	False	True
ENSG00000077092	False	True
ENSG00000162924	True	True
ENSG00000065534	False	True
ENSG00000196199	False	True
	False	True
ENSG00000136450	False	True
ENSG00000101773	False	True
ENSG00000073050	True	True
ENSG00000198561	True	True
ENSG00000105963	False	True
ENSG00000116717	False	True
ENSG00000105516	False	True
ENSG00000169057	False	True
ENSG00000198830	False	True
ENSG00000108840	False	True
ENSG00000007171	True	True
ENSG00000162521	False	True
ENSG00000162367	True	True
ENSG00000070756	True	True
ENSG00000259207	False	True
ENSG00000285109	False	True
ENSG00000113360	True	True
ENSG00000262418	True	True
ENSG00000124198	False	True
ENSG00000172613	False	True
ENSG00000169862	True	True
ENSG00000072274	True	True
ENSG00000107957	False	True
ENSG00000148677	False	True
ENSG00000151422	False	True
ENSG00000124795	True	True
ENSG00000156273	False	True
ENSG00000134058	False	True
ENSG00000075413	False	True
ENSG00000112964	False	True
ENSG00000116198	False	True
ENSG00000123473	True	True
ENSG00000175197	True	True
ENSG00000170776	False	True
ENSG00000119335	True	True
ENSG00000087510	False	True
ENSG00000128573	False	True
ENSG00000109756	False	True
ENSG00000116731	True	True
ENSG00000170689	False	True
ENSG00000100462	False	True
ENSG00000281324	False	True
ENSG00000165671	True	True
ENSG00000154380	False	True
ENSG00000110274	False	True
ENSG00000122786	False	True
ENSG00000147459	False	True
ENSG00000196220	True	True
ENSG00000196961	False	True
ENSG00000196405	False	True
ENSG00000110367	True	True
ENSG00000149968	False	True
ENSG00000131910	False	True
ENSG00000100815	True	True
ENSG00000177374	False	True
ENSG00000132356	False	True
ENSG00000168944	False	True
ENSG00000151490	False	True
ENSG00000138778	False	True
ENSG00000107882	True	True
ENSG00000182872	True	True
ENSG00000133275	False	True
ENSG00000172270	False	True
ENSG00000065243	False	True
ENSG00000164109	False	True
ENSG00000099991	False	True
ENSG00000131016	False	True
ENSG00000142273	True	True
ENSG00000025156	False	True
ENSG00000147065	True	True
ENSG00000118200	False	True
ENSG00000273993	True	True
